Artist,Track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
The Honeydogs,Kandiyohi,0.0111,0.593,221067,0.845,0.0613,11,0.177,-6.796,1,1,0.0295,117.098,4,0.884,
Marco Rima,Der Kleine Idiot,0.844,0.616,362987,0.849,0,5,0.831,-6.209,1,9,0.885,78.974,4,0.286,
Bescenta,Why,0.301,0.711,231907,0.667,0.000821,1,0.0539,-6.391,1,0,0.249,126.844,4,0.576,
Kokane,Straight Coats,0.339,0.916,208027,0.522,1.49E-06,5,0.0614,-8.419,0,0,0.31,94.581,4,0.896,
Bert Kaempfert And His Orchestra,Talk,0.782,0.827,131553,0.443,0.951,3,0.0809,-10.139,1,5,0.0355,88.405,4,0.917,
Arkona,Skvoz' Tuman Vekov,3.87E-05,0.422,310653,0.978,0.219,2,0.0355,-6.727,0,34,0.0664,149.989,4,0.137,
Skyforger,In the Underworld,5.67E-05,0.258,252933,0.965,0.00926,0,0.353,-4.237,1,10,0.137,101.703,4,0.224,
Extreme,Stop The World,0.0038,0.452,357933,0.724,0.00112,8,0.687,-8.189,1,19,0.0435,174.594,4,0.325,
Gloria Lasso,Dos Arbolitos (Ranchera),0.928,0.479,147840,0.378,0.00347,10,0.0449,-6.433,1,0,0.0317,108.98,3,0.509,
Mother Superior,Get that Girl (Remix),0.0484,0.484,170173,0.715,2.26E-05,6,0.118,-6.911,1,1,0.0725,144.818,4,0.794,
The Exciters,Reaching For The Best,0.0178,0.733,194533,0.724,0,0,0.383,-8.032,1,18,0.0302,137.431,4,0.85,
Johnny Pacheco,Mi Musica Es Para Ti,0.076,0.688,183360,0.334,0.902,0,0.0993,-13.845,0,4,0.0485,116.217,4,0.825,
Buffalo Nickel Band,Palm Springs Jump,0.886,0.722,200267,0.264,0.0211,7,0.126,-16.894,1,0,0.108,164.096,4,0.581,
Natasha Bedingfield,These Words,0.0322,0.734,216360,0.635,0,5,0.0808,-7.03,1,63,0.0816,96.99,4,0.931,
Dimmu Borgir,Sympozium,3.03E-06,0.188,313835,0.926,0.946,5,0.118,-2.523,0,29,0.0598,135.186,3,0.267,
Cartel,Fool,0.122,0.814,176520,0.634,0,5,0.105,-5.027,0,21,0.392,77.47,4,0.31,
Atomship,Whitfield,0.000386,0.34,295227,0.905,0.0278,10,0.124,-5.284,1,16,0.073,136.002,4,0.355,
Jefferson Starship,Stairway To Cleveland,0.0398,0.346,240347,0.956,0.0013,9,0.969,-6.089,1,0,0.111,189.703,4,0.603,
Regina Belle,Quiet Time,0.277,0.604,307333,0.692,0,7,0.0713,-9.039,0,17,0.0489,92.653,4,0.626,
Disembowelment,Your Prophetic Throne Of Ivory,0.0213,0.267,460613,0.814,0.546,7,0.125,-7.948,0,16,0.066,113.866,4,0.039,
Spongebob Squarepants,Ripped Pants,0.101,0.768,76813,0.585,0,0,0.445,-8.331,1,49,0.119,122.73,4,0.617,
Fred Locks,Don't Wait For Me,0.316,0.638,243440,0.578,0,2,0.0403,-8.17,1,0,0.0884,80.886,4,0.814,
Bobby Marchan,It Hurts Me To My Heart,0.677,0.543,163800,0.207,0,5,0.0403,-15.901,0,0,0.0509,118.183,1,0.813,
Kelly Sweet,We Are One,0.956,0.259,163787,0.119,0,1,0.0722,-18.026,0,36,0.0432,168.373,3,0.323,
Kuijken Kwartet,Introitus: Requiem: Agnus Dei,0.614,0.189,184867,0.0137,0.189,5,0.274,-28.126,1,0,0.0357,75.953,4,0.0385,
Mindy McCready,Guys Do It All The Time,0.0594,0.551,191800,0.794,2.01E-05,0,0.231,-5.995,1,49,0.0341,165.813,4,0.587,
Cece Winans,Mamma's Kitchen,0.117,0.577,185027,0.384,0,7,0.345,-9.832,1,20,0.174,170.452,4,0.657,
Patti Smith Group,Wave,0.235,0.492,256533,0.639,0,2,0.0738,-9.944,1,59,0.0319,115.519,4,0.792,
Lyrics Born,Do That There (Album Instrumental),3.94E-06,0.79,209733,0.562,0.955,1,0.0783,-9.666,1,0,0.0897,104.476,4,0.425,
Alternative TV,Dub In Bed,0.398,0.632,180640,0.404,0.576,11,0.132,-16.991,0,1,0.0321,136.673,4,0.791,
Junior Kimbrough,All Night Long,0.0177,0.402,350600,0.313,0.0105,0,0.161,-19.031,1,22,0.0332,180.697,4,0.466,
Pat Metheny,Traveling Fast,0.427,0.316,711693,0.57,0.888,7,0.723,-13.286,1,10,0.112,81.01,4,0.626,
Jim Chappell,First Kiss,0.994,0.446,241867,0.0569,0.924,9,0.0961,-22.904,1,4,0.0655,70.101,4,0.182,
Big Jay Oakerson,It's All In How You Look At It,0.86,0.452,172520,0.921,0,6,0.882,-6.607,1,19,0.879,143.929,3,0.487,
Bobbie Gentry,Miss Clara/Azusa Sue,0.819,0.55,261272,0.444,0,7,0.0862,-11.467,1,5,0.0466,141.288,4,0.522,
Vusi Mahlasela,Miyela Afrika,0.262,0.737,297573,0.902,2.83E-05,0,0.243,-6.1,1,2,0.0548,116.038,4,0.739,
Everyday Sunday,Comfort Zone,2.41E-05,0.454,160467,0.912,0,1,0.276,-4.84,1,2,0.0399,97.216,4,0.64,
Marco Beltrami,Dead Hackers,0.836,0.235,91320,0.127,0.916,11,0.0782,-20.555,1,3,0.0376,134.598,4,0.0385,
Mt. Wilson Repeater,The Conversation,0.0841,0.532,299880,0.373,0.858,9,0.0924,-12.601,0,0,0.0321,100.038,4,0.0952,
Berlin,Now It's My Turn (Aqualite Mix),0.00264,0.772,231173,0.539,0.0362,11,0.0683,-9.335,0,5,0.0694,132.019,4,0.236,
Shania Twain,Two Hearts One Love,0.00278,0.51,224493,0.832,0,9,0.144,-6.407,1,3,0.0304,113.796,4,0.519,
Intex Systems,Vapour Fragments,0.535,0.463,131147,0.532,0.714,6,0.141,-14.367,1,0,0.0497,182.128,3,0.374,
Cutting Edge,Slangen I Paradis,0.472,0.528,340349,0.415,0.444,5,0.0532,-10.022,1,0,0.0404,72.554,4,0.515,
Jacques Douai,M'En Vas A La Fontaine,0.943,0.839,112507,0.166,2.58E-06,5,0.13,-16.862,0,0,0.152,118.057,4,0.943,
Cross Country,A Fall Song,0.725,0.366,168773,0.361,0.00055,9,0.102,-11.132,1,0,0.0306,127.742,4,0.337,
Eddy Raven,Angel Fire,0.077,0.739,223227,0.465,7.75E-06,7,0.171,-14.276,1,9,0.0289,119.587,4,0.723,
Mocambo Allstars,Brampton Boogaloo,0.0842,0.696,231747,0.885,0.698,0,0.0557,-9.051,1,0,0.0552,116.099,4,0.963,
Tunsi,Standin In,0.165,0.678,235773,0.562,1.70E-06,2,0.107,-8.479,1,0,0.324,89.946,4,0.18,
Dala,Alive,0.356,0.465,389233,0.734,0,10,0.0661,-4.993,1,35,0.0341,139.961,4,0.198,
Rick Ross,Single Again (Remix),0.0113,0.789,181627,0.56,0,8,0.382,-10.827,0,21,0.159,111.029,4,0.622,
Commander Cody & His Lost Planet Airmen,Sister Sue,0.603,0.529,159333,0.874,5.48E-06,2,0.0999,-6.154,1,0,0.0691,91.633,4,0.787,
M83,Let Men Burn Stars,0.853,0.244,117040,0.583,0.985,9,0.0946,-11.303,0,21,0.0471,135.178,4,0.275,
The Fabulous Thunderbirds,Mathilda,0.0326,0.517,197360,0.521,0,1,0.0658,-7.754,1,20,0.0266,115.223,4,0.783,
Michael Bloomfield,I Am A Pilgrim,0.802,0.269,148267,0.289,0.895,4,0.0811,-13.367,1,1,0.038,175.302,4,0.508,
Imiskoubria,Ine Mono Ekloges,0.0209,0.619,246480,0.774,0,8,0.112,-7.235,1,6,0.318,93.251,4,0.67,
Suicidal Tendencies,Monopoly On Sorrow,0.00455,0.388,310544,0.888,7.84E-05,11,0.0975,-6.929,1,34,0.0745,130.102,4,0.528,
David Summers,Te Necesito,0.261,0.56,255400,0.531,0.000562,7,0.0415,-10.621,1,20,0.0291,80.444,4,0.456,
Joe McBride,All In,0.0747,0.685,262907,0.718,0.831,7,0.0806,-8.213,1,3,0.0374,100.01,4,0.919,
UKW,I Will (Patitu),0.0127,0.29,216027,0.916,0.000103,0,0.11,-5.526,1,13,0.205,178.079,4,0.388,
Saosin,Bury Your Head (Acoustic),0.143,0.46,254227,0.638,0,6,0.112,-3.71,0,25,0.0304,125.034,4,0.0995,
Oldelaf et Monsieur D,Ouragan,0.738,0.507,540827,0.00279,0.000152,0,0.175,-10.091,0,8,0.0769,120.329,3,0.973,
Twila Paris,I'll See You Sunday,0.216,0.453,235640,0.359,0.000165,3,0.0652,-13.019,1,1,0.0365,135.475,4,0.317,
Cam'Ron / Juelz Santana / Jimmy Jones,Come Home With Me,0.0282,0.668,300748,0.857,0,6,0.35,-4.952,0,34,0.234,81.801,4,0.695,
Usher,Pianolude,0.648,0.273,212600,0.282,0.000108,8,0.915,-17.855,1,15,0.0391,104.199,4,0.465,
Mindy McCready,You'll Never Know,0.0204,0.626,242467,0.721,9.87E-06,2,0.214,-7.265,1,30,0.0439,124.196,4,0.608,
Sasha,Who Killed Sparky?,0.169,0.786,589907,0.851,0.891,4,0.0842,-5.58,0,4,0.0616,125.994,3,0.494,
Pinch,Punisher (Loefah's SE25 Remix),0.16,0.704,347120,0.277,0.35,1,0.279,-16.75,1,7,0.0968,145.998,4,0.363,
Pablo Montero,Amor Bonito,0.603,0.498,169827,0.489,0,10,0.166,-7.985,1,4,0.0359,147.129,3,0.88,
Casual,Let Me,0.411,0.681,190920,0.423,0,5,0.076,-7.177,0,37,0.188,122.114,4,0.412,
Bikini Machine,The Race,5.34E-05,0.121,282358,0.781,0.843,9,0.137,-4.349,0,0,0.0427,163.59,4,0.0741,
Pagan Wanderer Lu,Ten Cities Is Not A European Tour,0.49,0.429,297653,0.938,0.335,4,0.25,-5.351,0,0,0.113,176.068,4,0.118,
Guillaume Ledent,Le type d'en face,0.633,0.772,229920,0.486,1.30E-06,9,0.0841,-6.225,0,0,0.0512,95.026,4,0.664,
Sergio Dalma,Un Cachito De Ti,0.18,0.569,251933,0.808,0,11,0.176,-5.389,1,9,0.0299,82.03,4,0.751,
Blue October,Blue Skies,0.0428,0.651,223320,0.967,0,7,0.223,-6.981,1,27,0.122,116.978,4,0.365,
Uriah Heep,What Should Be Done,0.749,0.373,253760,0.457,0.00458,5,0.109,-12.687,1,15,0.0358,144.219,4,0.498,
Willie Barcena,Military Man,0.86,0.475,146600,0.598,1.55E-05,5,0.628,-16.922,1,6,0.885,85.965,3,0.198,
Gloria Lasso,Gitana,0.991,0.311,185493,0.242,0.0764,9,0.103,-12.452,0,0,0.0332,109.216,4,0.256,
Dexys Midnight Runners,Breaking Down The Walls Of Heartache,0.44,0.449,216973,0.874,0,1,0.0891,-6.199,0,0,0.137,153.359,4,0.604,
Jimmy Wakely,In The Valley Of The Moon,0.986,0.519,165667,0.0584,0.0273,2,0.146,-17.922,0,1,0.0287,97.065,3,0.272,
Johnny Nash,Loving You,0.0247,0.372,161813,0.588,2.41E-06,2,0.106,-11.917,1,19,0.187,169.685,4,0.623,
Kenny Wayne Shepherd,"Born In Louisiana [with Clarence ""Gatemouth"" Brown] [Live]",0.0939,0.445,386493,0.717,0.0859,7,0.635,-6.432,1,14,0.0321,135.894,3,0.767,
Martina McBride,Make Me Believe,0.0313,0.494,230680,0.737,0,6,0.0657,-6.109,1,10,0.0311,159.583,4,0.378,
Gina V. D'Orio,Naval War,0.222,0.52,142093,0.531,8.60E-06,0,0.108,-9.931,0,0,0.134,138.193,4,0.591,
Unkle Bob,What Do I Know,0.102,0.545,252133,0.536,0.0997,6,0.115,-6.704,0,12,0.026,124.022,4,0.179,
Twin Atlantic,What Is Light? Where Is Laughter? (Acoustic Version),0.323,0.566,242360,0.307,0,9,0.133,-5.421,1,2,0.0463,141.802,3,0.478,
Aesop Rock,No City - Instrumental,0.00568,0.427,272867,0.424,0.814,3,0.284,-10.963,1,13,0.0558,147.904,4,0.363,
Jay & The Americans,Some Enchanted Evening,0.507,0.448,137133,0.481,2.80E-05,5,0.228,-10.727,1,25,0.0311,119.834,4,0.455,
Peter Gallagher,Everytime It Rains,0.797,0.67,181162,0.316,1.23E-05,5,0.115,-10.855,1,1,0.0305,104.081,4,0.0593,
Rickie Lee Jones,Away From The Sky,0.926,0.31,333800,0.019,0.000359,0,0.0912,-23.92,1,15,0.0352,88.562,4,0.116,
The Exciters,Tell Him,0.445,0.708,156160,0.616,0,5,0.299,-10.827,1,50,0.198,177.061,4,0.908,
Raze,Celebration (The Plan Album Version),0.000429,0.684,211147,0.95,0.0506,1,0.574,-5.603,1,3,0.0542,119.877,4,0.576,
Brasilian Tropical Orchestra,Retrato Em Branco E Preto,0.664,0.33,190973,0.157,0.443,6,0.278,-16.696,0,0,0.0299,90.397,4,0.108,
Portable,Don't Give Up,0.0356,0.74,369737,0.323,0.895,11,0.211,-15.95,1,8,0.0485,122.497,4,0.426,
Malkit Singh,Dhol Ton Bina,0.681,0.584,354667,0.969,0.0922,7,0.552,-8.897,1,0,0.212,79.959,4,0.488,
Becoming The Archetype,Ex Nihilo,1.14E-05,0.26,308813,0.991,0.264,8,0.319,-3.356,1,14,0.14,145.886,4,0.0779,
Adam Richman,From The Pain,0.00114,0.597,235240,0.949,0.000703,3,0.123,-3.28,1,0,0.0404,131.98,4,0.783,
Bruisers,Bloodshed,0.682,0.437,149493,0.916,0.319,5,0.118,-6.627,0,16,0.0334,92.73,4,0.611,
Bebo Norman,Sunday,0.359,0.498,219400,0.554,1.54E-06,5,0.0687,-10.709,1,11,0.0307,90.187,4,0.315,
Bad Religion,Epiphany,0.00975,0.601,239813,0.921,0.000474,2,0.0748,-2.985,0,40,0.0321,112.86,4,0.478,
Fabri Fibra,Io non ti invidio,0.319,0.517,115250,0.916,0,10,0.924,-5.864,0,14,0.547,91.425,4,0.432,
The London Pops Orchestra,Imperial March,0.685,0.528,180427,0.337,0.0703,5,0.297,-13.666,0,4,0.0302,103.09,4,0.18,
Charlie Louvin,Love And Wealth,0.931,0.649,150773,0.112,0,9,0.505,-21.399,1,0,0.0841,89.089,4,0.549,
Bobbie Gentry,Reunion,0.373,0.687,157693,0.416,0,0,0.0676,-11.132,1,36,0.0858,99.632,4,0.881,
Aeoliah,Temple Bells,0.982,0.145,269296,0.0587,0.97,3,0.0763,-22.962,1,5,0.0393,67.028,4,0.0385,
Pagan Wanderer Lu,The Island etc.,0.8,0.667,236013,0.428,0.133,0,0.0631,-10.758,1,0,0.0551,170.01,3,0.463,
Lara Fabian,Surrender To Me,0.525,0.427,222600,0.438,0,10,0.118,-8.884,0,22,0.0311,140.823,4,0.0636,
Vanessa Daou,Black & White,0.33,0.68,255173,0.529,6.20E-05,9,0.0828,-11.202,0,0,0.0378,113.976,4,0.246,
Inner Circle,Bed's Too Big Without You,0.173,0.835,228902,0.689,0,7,0.0662,-5.412,1,0,0.103,89.992,4,0.89,
Lexie Mountain Boys,Lullaby For The Dead In Our Life,0.95,0.116,239587,0.123,0.000476,6,0.238,-14,1,0,0.0387,69.762,4,0.0386,
Rise Against,Swing Life Away,0.544,0.477,200067,0.426,0,6,0.0903,-6.961,1,58,0.043,184.866,3,0.789,
Perfection,Yesss Lord...,0.0385,0.655,251960,0.823,0,7,0.353,-5.84,1,0,0.153,127.646,4,0.514,
Carl Davis,Cranford: Holbrook,0.987,0.171,157760,0.12,0.928,3,0.134,-18.352,1,8,0.0429,154.386,4,0.1,
Dennis Brown,The drifter,0.0371,0.848,225000,0.559,0.000218,7,0.278,-10.46,1,2,0.0911,137.02,4,0.814,
Ray Conniff,Something To Remember You By,0.88,0.691,170733,0.283,0.913,9,0.122,-11.871,0,1,0.0314,110.075,4,0.523,
Gal Costa,Wave,0.777,0.669,230587,0.397,0.00238,2,0.78,-13.422,1,25,0.1,123.782,4,0.45,
Maxi Priest,Caution,0.00442,0.722,292267,0.578,0.000104,0,0.236,-12.254,1,13,0.0695,167.679,4,0.803,
Carroll Thompson,Change,0.214,0.73,190329,0.459,0.000988,4,0.227,-12.97,0,5,0.313,126.791,4,0.594,
Mons Leidvin Takle,Du Er Venta I Himlen,0.922,0.62,159582,0.32,2.41E-06,7,0.126,-9.606,0,0,0.0286,113.263,3,0.26,
Taya wooden,Mothers Rastas,0.125,0.651,268070,0.136,0.000484,1,0.0795,-25.055,0,0,0.18,80.007,4,0.301,
Mick Moloney,Medley,0.938,0.374,204973,0.7,0.963,2,0.172,-11.511,1,8,0.0394,116.077,4,0.98,
Ini Kamoze,Here Comes The Hotstepper,0.0141,0.889,250467,0.454,0.000186,4,0.203,-8.598,0,66,0.221,100.36,4,0.436,
Zombina & The Skeletones,Can't Break a Dead Girl's Heart,0.000371,0.452,154598,0.806,0.00166,2,0.109,-6.258,1,11,0.0289,91.018,4,0.963,
Buddy Johnson,Did You See Jackie Robinson Hit That Ball?,0.393,0.664,142027,0.377,0,7,0.0775,-9.459,0,21,0.0518,73.057,4,0.78,
Mobb Deep,Hell On Earth (Front Lines),0.275,0.875,274093,0.658,0,0,0.122,-3.641,1,65,0.359,92.039,4,0.661,
Vangelis,Twilight,0.893,0.212,297667,0.0932,0.843,7,0.652,-25.532,0,20,0.0434,143.232,3,0.194,
Toby Love Feat. Girlz Talk,Yo Quiero Saber,0.411,0.744,230880,0.712,0,0,0.59,-5.858,0,17,0.0388,127.971,4,0.75,
Leona Naess,Chase,0.00902,0.578,199093,0.649,0.00329,11,0.672,-5.495,1,3,0.0302,93.273,4,0.409,
YZ,More than War,0.276,0.482,248000,0.548,0,1,0.107,-11.232,0,0,0.341,87.275,4,0.588,
Ghetto Mafia,Chicken Fed,0.0423,0.567,303840,0.763,0,0,0.054,-8.094,0,0,0.408,82.811,4,0.644,
The Chi-Lites,The Coldest Days Of My Life,0.328,0.244,509747,0.479,1.21E-05,4,0.333,-13.184,1,26,0.0374,130.488,4,0.315,
Swans Of Avon,When Heaven Falls,0.00139,0.33,200147,0.893,0.797,4,0.0753,-7.305,0,1,0.0946,165.918,4,0.171,
DJ Godfather,From Da Back,0.00133,0.815,46237,0.871,0.00184,10,0.129,-7.061,0,1,0.271,166.52,4,0.963,
Piero Umiliani,Centrali termiche,0.035,0.574,144614,0.905,0.721,4,0.177,-12.979,1,1,0.033,108.395,4,0.69,
Johnny Pearson,Purple Haze,0.612,0.476,158933,0.296,0.932,5,0.102,-17.053,1,6,0.0295,113.602,4,0.551,
Adam Richmond,Pic & Run,0.613,0.67,36133,0.802,0,9,0.953,-13.598,1,4,0.943,104.46,5,0.317,
Fast Eddie,Yo Yo Get Funky,0.0144,0.745,301429,0.964,8.96E-05,11,0.649,-3.893,1,4,0.0811,127.1,4,0.875,
Don Francisco,Gotta Tell Somebody,0.586,0.404,395160,0.469,0,9,0.0799,-10.905,0,18,0.0683,101.57,4,0.315,
Happy Mondays,Grandbag's Funeral,0.00137,0.644,201253,0.816,0.0266,11,0.0868,-6.92,0,27,0.0354,114.042,4,0.77,
Clifton Chenier,Clifton's Two Step,0.0554,0.484,228973,0.833,0.337,10,0.0848,-6.748,0,23,0.0562,106.307,4,0.583,
5th Ward Boyz,Ghetto Curse Words (Chopped&Screwed),0.0964,0.893,120813,0.395,0.000143,1,0.344,-10.094,0,0,0.485,143.015,5,0.505,
Andreas Dorau,Warten,0.267,0.684,224307,0.895,1.98E-06,0,0.141,-4.52,1,0,0.119,208.789,4,0.891,
Inhume,Inhume,0,0.141,413787,0.906,0.818,2,0.314,-9.053,1,11,0.066,139.845,4,0.0352,
Arika Kane,Never Really Knew U,0.0172,0.651,237147,0.741,1.75E-06,5,0.0487,-4.76,0,1,0.0382,119.953,4,0.69,
Martina McBride,God's Will,0.587,0.398,349333,0.332,0,1,0.0846,-9.106,1,39,0.0317,121.531,3,0.191,
Scott Krippayne,I Want To Know You More,0.674,0.558,231667,0.305,0,9,0.113,-9.993,1,4,0.0284,116.014,4,0.208,
Papa Wemba,Excuse me,0.924,0.737,127267,0.229,0,0,0.249,-15.622,1,4,0.878,53.443,4,0.312,
Migraine,Baby Doll,0.748,0.318,110733,0.281,0.815,9,0.141,-13.842,0,0,0.0302,51.421,4,0.219,
Africando,Lindas Africanas,0.481,0.808,461200,0.718,0.000124,5,0.0496,-5.445,1,17,0.0452,90.835,4,0.89,
Dr. Elmo,Here's to the Lonely,0.827,0.581,223267,0.219,2.05E-06,9,0.139,-18.032,1,1,0.0277,102.352,4,0.546,
EPMD,Give The People,0.154,0.738,215440,0.596,0.000364,1,0.269,-14.78,1,16,0.46,98.658,4,0.84,
Bad Company,Call On Me,0.786,0.435,367373,0.514,0.0194,5,0.14,-11.711,1,29,0.0338,115.792,4,0.504,
The Sonics,Tall Cool One,0.93,0.461,143640,0.863,0.933,0,0.112,-8.467,1,2,0.182,81.517,4,0.494,
Chorus Line,Mamma pettenami,0.994,0.474,150987,0.182,0.0287,2,0.307,-14.378,1,0,0.043,42.436,4,0.261,
The Irish Rovers,Planxty Morgan Magan/ The Morning Dew,0.697,0.412,204147,0.966,0.845,7,0.209,-3.576,1,8,0.0757,120.095,4,0.834,
Bobby Vee,Anonymous Phone Call,0.754,0.447,137467,0.28,0,8,0.345,-12.193,1,7,0.0357,155.161,3,0.652,
The Rolling Stones,Think,0.00507,0.612,189453,0.603,0.134,1,0.18,-12.08,0,36,0.0438,133.038,4,0.606,
Hem,When I Was Drinking,0.871,0.232,224600,0.274,0.0201,4,0.0973,-13.719,1,30,0.0335,87.212,4,0.264,
Marshall Crenshaw,Rave On (Live 1982),0.855,0.642,95867,0.365,0,8,0.104,-10.092,1,13,0.0361,81.458,4,0.861,
Mystic Rhythms Band,Eden,0.000675,0.612,369733,0.703,0.581,5,0.244,-10.847,1,0,0.0328,122.882,4,0.624,
Kiss,Every Time I Look At You,0.218,0.521,279067,0.324,0,8,0.0618,-10.979,1,53,0.0329,144.065,4,0.257,
New Roanoke Jug Band,A Pretty Gal's Love,0.759,0.623,189600,0.448,0,2,0.0924,-7.691,1,0,0.0313,96.064,4,0.843,
False Prophets,Banana Split Republic,0.000685,0.489,244640,0.715,0.112,0,0.325,-7.328,1,5,0.262,112.845,4,0.427,
John Mayall & The Bluesbreakers,Looking Back,0.595,0.277,284933,0.318,0.187,5,0.137,-15.404,0,28,0.0355,98.966,4,0.488,
Gisselle,Prefiero Decir Adios,0.821,0.459,244360,0.444,1.49E-05,5,0.102,-6.669,0,3,0.0291,77.466,4,0.185,
Rita Chiarelli,Grits Ain't Groceries,0.482,0.684,208413,0.639,0,8,0.114,-4.621,1,1,0.0885,120.209,4,0.838,
Gerald Veasley,Love Letter,0.459,0.713,280493,0.524,0.704,1,0.261,-8.295,0,5,0.027,107.992,4,0.491,
Brasilian Tropical Orchestra,Yesterday,0.0316,0.354,159467,0.442,0.191,5,0.255,-8.295,1,4,0.0276,80.082,4,0.066,
Pentangle,The Snows,0.787,0.657,226187,0.263,0.0486,9,0.124,-15.907,0,10,0.0305,94.727,4,0.416,
Steve Riley & The Mamou Playboys,Katherine,0.477,0.545,189373,0.672,9.03E-06,7,0.178,-7.696,1,2,0.0356,125.562,3,0.804,
K.I.Z.,Walpurgisnacht,0.0376,0.788,301173,0.709,0,9,0.532,-5.324,0,56,0.207,119.923,4,0.516,
Uphill Battle,Climate Control,3.04E-05,0.219,323373,0.92,0.696,2,0.341,-6.545,1,0,0.0904,106.806,4,0.229,
2 Minutos,Tema De Adrian,0.00176,0.261,161960,0.935,0,0,0.535,-3.371,1,40,0.0688,166.724,3,0.74,
Baby Rasta & Gringo,Avisame,0.0696,0.794,218697,0.766,0.000558,8,0.304,-9.187,0,34,0.0656,94.022,4,0.744,
Thomas Dolby,Windpower,0.0729,0.7,260427,0.726,1.76E-06,6,0.12,-12.156,0,23,0.282,127.463,4,0.148,
Varios,Cuerda viva,0.383,0.562,244320,0.909,9.92E-06,4,0.331,-4.498,1,0,0.108,127.738,4,0.735,
Guns N' Roses,Catcher In The Rye,0.0393,0.332,352987,0.924,0.00529,4,0.348,-6.722,1,42,0.0511,170.424,4,0.388,
Delirious,God You Are My God,0.0308,0.418,225093,0.663,0.00197,9,0.111,-10.013,1,20,0.0399,91.305,4,0.133,
UK Subs,Sk8 Tough,0.0432,0.379,136773,0.911,0,4,0.389,-6.47,0,2,0.0497,137.586,4,0.701,
Jaime Jamgochian,God Unchanging,0.0338,0.487,231773,0.723,0,7,0.0735,-6.705,1,1,0.0312,75.96,4,0.626,
Delroy Wilson,Who Cares,0.358,0.568,211200,0.5,0.341,10,0.107,-12.824,0,7,0.079,150.899,4,0.609,
The Lord Weird Slough Feg,The Spinward Marches,5.89E-06,0.522,82533,0.697,0.893,1,0.217,-5.054,1,9,0.0327,125.5,3,0.648,
Mr. Sancho,Slow Love,0.0219,0.605,216813,0.759,0,10,0.131,-10.761,0,26,0.0406,149.897,4,0.752,
Marisela,Decidete,0.636,0.876,230667,0.481,0.000168,10,0.318,-9.037,1,12,0.0284,98.077,4,0.769,
Pennywise,Yell Out,8.37E-05,0.44,154440,0.952,0,8,0.232,-5.031,1,22,0.0874,101.181,4,0.609,
Jesus Jones,All The Answers,3.14E-05,0.541,228467,0.888,0.0215,4,0.126,-12.61,0,9,0.0391,110.462,4,0.537,
The Jam,Start!,0.00691,0.632,149867,0.351,6.38E-05,0,0.108,-8.896,1,47,0.0503,139.339,4,0.913,
Five Fingers of Funk,Posters,0.0723,0.884,259307,0.366,0.000211,6,0.0989,-12.969,0,1,0.323,96.565,4,0.249,
Vulgar Pigeons,O.R.P.,0.028,0.192,126227,0.996,0.0111,6,0.133,-3.884,0,0,0.124,131.138,4,0.0302,
Why?,Sanddollars,0.433,0.587,224160,0.751,5.45E-05,9,0.312,-5.077,1,22,0.0361,116.071,4,0.39,
John Berry,Ninety Miles An Hour,0.196,0.713,185720,0.58,0,11,0.256,-9.966,1,9,0.0326,101.041,4,0.578,
Captain Hollywood Project,Find Another Way,0.00548,0.577,238000,0.752,0.0563,0,0.422,-8.664,1,44,0.0392,158.966,4,0.823,
Peret,Clavo Y Martillo,0.769,0.683,124400,0.936,0.00154,7,0.0847,-4.927,1,0,0.0521,120.39,4,0.962,
Tullycraft,Loveless,0.32,0.688,206120,0.5,0.00949,0,0.115,-14.871,1,4,0.0916,144.583,4,0.86,
Richi M.,Popcorn,0.03,0.816,214867,1,0.852,7,0.36,-5.739,0,51,0.0644,137.974,4,0.542,
K.I.Z.,Freiwild,0.299,0.626,234720,0.929,0,4,0.665,-4.421,0,22,0.331,91.797,4,0.151,
Sub Focus,Juno,1.84E-05,0.438,294293,0.974,0.842,5,0.0603,-5.598,1,22,0.0544,173.99,4,0.217,
Aisha Duo,Beneath an Evening Sky,0.985,0.417,384413,0.0272,0.912,1,0.109,-21.71,0,6,0.0473,86.127,3,0.227,
Bob Wills,South,0.804,0.737,128200,0.717,0.0114,3,0.159,-10.418,1,29,0.107,125.952,4,0.845,
Danielle Bollinger,When the Broken Hearted Love Again,0.000958,0.614,268600,0.931,0.00294,5,0.102,-4.796,0,3,0.0359,129.977,4,0.493,
H-Town,Sex Dance,0.153,0.869,486867,0.452,0.0115,2,0.0672,-14.448,1,28,0.046,112.673,4,0.934,
Dead To Me,What's Wrong,0.000113,0.291,105640,0.902,0.000112,1,0.259,-6.666,1,19,0.0951,186.236,4,0.475,
Mighty Diamonds,Searching,0.153,0.785,218360,0.534,5.98E-05,2,0.0412,-7.429,1,4,0.273,172.399,4,0.796,
Hatiras,Final Flash,0.00251,0.408,177147,0.943,0.908,2,0.343,-4.675,1,0,0.0573,187.526,3,0.131,
Madonna,Celebration [Felguk Love Remix],0.000778,0.769,398147,0.745,0.456,11,0.123,-5.638,1,10,0.0531,130.003,4,0.478,
Susana Seivane,Xoanina,0.0436,0.412,180707,0.573,0.594,0,0.192,-6.541,1,5,0.032,115,3,0.24,
